Veg_Pot;ess;Espece;GrEspece;awood;bwood;cwood;abark;bbark;cbark;abranche;bbranche;cbranche;afoliage;bfoliage;cfoliage
RT1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
ME1;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FEX;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FEY;Jack Pine;PIG;PIG;0.019873;1.688347;1.24559;0.014137;1.599369;0.595708;0.018539;3.05836;-0.98161;0.032522;1.787936;0
FC1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE2;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE3;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE4;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE5;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FE6;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FO1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MF1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MJ1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MJ2;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MS1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MS2;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
MS6;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RB1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RB5;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RC3;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RE1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RE2;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RE3;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RP1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RS1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RS2;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RS3;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RS5;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
RT1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
ME1;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FEX;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FEY;Largetooth Aspen;PEG;NA;0.012849;2.063293;0.951618;0.024016;2.305514;0;0.013141;3.127374;-0.83789;0.038249;2.167317;-0.68423
FC1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE2;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE3;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE4;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE5;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FE6;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FO1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MF1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MJ1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MJ2;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MS1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MS2;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
MS6;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RB1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RB5;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RC3;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RE1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RE2;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RE3;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RP1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RS1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RS2;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RS3;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RS5;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
RT1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
ME1;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FEX;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FEY;Red Ash;FRP;NA;0.022418;1.784482;1.065988;0.02187;1.418998;0.896332;0.017554;2.331313;0;0.076085;1.307748;0
FC1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE2;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE3;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE4;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE5;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FE6;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FO1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MF1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MJ1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MJ2;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MS1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MS2;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
MS6;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RB1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RB5;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RC3;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RE1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RE2;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RE3;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RP1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RS1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RS2;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RS3;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RS5;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
RT1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
ME1;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FEX;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FEY;Red Maple;ERR;ERR;0.031513;2.034235;0.748477;0.028344;2.090735;0;0.022546;2.410622;0;0.057139;1.489848;0
FC1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE2;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE3;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE4;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE5;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FE6;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FO1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MF1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MJ1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MJ2;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MS1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MS2;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
MS6;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RB1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RB5;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RC3;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RE1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RE2;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RE3;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RP1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RS1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RS2;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RS3;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RS5;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
RT1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
ME1;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FEX;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FEY;Red Oak;CHR;CHX;0.028519;1.850074;1.020378;0.032576;1.809963;0.41532;0.00132;3.063731;0.315309;0.058178;1.543762;0
FC1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE2;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE3;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE4;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE5;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FE6;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FO1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MF1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MJ1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MJ2;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MS1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MS2;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
MS6;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RB1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RB5;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RC3;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RE1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RE2;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RE3;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RP1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RS1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RS2;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RS3;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RS5;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
RT1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
ME1;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FEX;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FEY;Red Spruce;EPR;NA;0.014335;1.644115;1.406483;0.027431;2.018831;0;4.52e-4;3.313616;0;0.010559;2.27093;0
FC1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE2;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE3;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE4;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE5;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FE6;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FO1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MF1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MJ1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MJ2;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MS1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MS2;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
MS6;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RB1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RB5;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RC3;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RE1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RE2;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RE3;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RP1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RS1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RS2;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RS3;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RS5;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
RT1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
ME1;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FEX;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FEY;Trembling Aspen;PET;PEU;0.014242;1.938863;1.057235;0.0063160000000000004;2.081925;0.661744;0.013663;2.926985;-0.6221;0.026977;1.618264;0
FC1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE2;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE3;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE4;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE5;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FE6;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
